anio,provincia_nombre,superficie_sembrada_ha,superficie_cosechada_ha,produccion_tm,rendimiento_kgxha
2005,Chaco,10175,6783,14165,2088
2005,Chaco,37435,31352,71839,2291
2005,Chaco,50821,50821,134147,2640
2005,Chaco,31800,27984,63840,2281
2005,Chaco,4100,4000,8447,2112
2005,Chaco,4475,3328,7390,2221
2005,Chaco,10051,9594,23345,2433
2005,Chaco,11241,7963,17703,2223
2005,Chaco,7826,7260,17620,2427
2005,Chaco,363,301,729,2422
2005,C�rdoba,88918,88918,202337,2276
2005,C�rdoba,2600,2600,6335,2437
2005,C�rdoba,94000,93500,256680,2745
2005,C�rdoba,110000,88000,227644,2587
2005,C�rdoba,148000,148000,343788,2323
2005,C�rdoba,35000,35000,81301,2323
2005,C�rdoba,302880,302880,703590,2323
2005,C�rdoba,462600,462600,1685152,3643
2005,C�rdoba,540,0,0,0
2005,C�rdoba,115000,102700,271145,2640
2005,C�rdoba,382400,372400,864047,2320
2005,C�rdoba,327000,324500,685253,2112
2005,C�rdoba,41000,41000,108226,2640
2005,C�rdoba,194000,194000,655478,3379
2005,C�rdoba,695,0,0,0
2005,C�rdoba,3765,0,0,0
2005,C�rdoba,218000,215500,455075,2112
2005,C�rdoba,104800,104800,232395,2218
2005,C�rdoba,18000,18000,45613,2534
2005,C�rdoba,248000,248000,628447,2534
2005,C�rdoba,123000,123000,337663,2745
2005,C�rdoba,102500,102500,270617,2640
2005,C�rdoba,425200,424600,1246337,2935
2005,Corrientes,25135,18595,34210,1840
2005,Entre R�os,27000,26000,41178,1584
2005,Entre R�os,32000,32000,67575,2112
2005,Entre R�os,88000,87200,202514,2322
2005,Entre R�os,10000,10000,21117,2112
2005,Entre R�os,18000,18000,38011,2112
2005,Entre R�os,10000,10000,21117,2112
2005,Entre R�os,79000,79000,216873,2745
2005,Entre R�os,102000,101500,251822,2481
2005,Entre R�os,90000,90000,209061,2323
2005,Entre R�os,105000,104000,241581,2323
2005,Entre R�os,115000,115000,242847,2112
2005,Entre R�os,28500,28500,33154,1163
2005,Entre R�os,49000,49000,108648,2217
2005,Entre R�os,108000,108000,262276,2428
2005,Entre R�os,82000,81500,240947,2956
2005,Entre R�os,114500,114500,157218,1373
2005,Formosa,138,138,219,1587
2005,Formosa,422,422,1250,2962
2005,Formosa,2414,2414,3626,1502
2005,Formosa,544,544,1125,2068
2005,Formosa,483,483,1063,2201
2005,Formosa,7682,7682,17503,2278
2005,Jujuy,2000,2000,5279,2640
2005,Jujuy,1500,1500,3801,2534
2005,La Pampa,5000,5000,6124,1225
2005,La Pampa,1000,1000,1161,1161
2005,La Pampa,6000,6000,9186,1531
2005,La Pampa,8000,7200,7100,986
2005,La Pampa,38200,37400,93000,2487
2005,La Pampa,100,100,106,1060
2005,La Pampa,30600,30000,69000,2300
2005,La Pampa,24000,23700,52300,2207
2005,La Pampa,14500,14300,17200,1203
2005,La Pampa,20700,19700,41000,2081
2005,La Pampa,800,800,845,1056
2005,La Pampa,6000,5800,5800,1000
2005,La Pampa,200,200,211,1055
2005,Misiones,1384,1300,1235,950
2005,Salta,187300,187300,553735,2956
2005,Salta,95000,93500,256679,2745
2005,Salta,1000,1000,2956,2956
2005,Salta,40500,40500,111182,2745
2005,Salta,25625,24893,68317,2744
2005,Salta,43500,43500,128604,2956
2005,San Luis,50000,42000,48781,1161
2005,Santa Fe,150150,150150,507340,3379
2005,Santa Fe,244790,244790,801187,3273
2005,Santa Fe,174000,174000,496043,2851
2005,Santa Fe,188500,188500,557283,2956
2005,Santa Fe,4000,4000,8447,2112
2005,Santa Fe,525800,518492,1976442,3812
2005,Santa Fe,74000,69200,69200,1000
2005,Santa Fe,307500,307500,1038966,3379
2005,Santa Fe,38000,38000,88269,2323
2005,Santa Fe,158000,158000,433747,2745
2005,Santa Fe,40500,36500,98978,2712
2005,Santa Fe,146180,146180,385917,2640
2005,Santa Fe,73000,70000,125647,1795
2005,Santa Fe,13800,12900,17660,1369
2005,Santa Fe,252010,252010,665192,2640
2005,Santa Fe,123000,123000,259742,2112
2005,Santa Fe,157420,157420,498683,3168
2005,Santa Fe,253950,253950,777640,3062
2005,Santa Fe,46000,45900,84997,1852
2005,Santiago del Estero,3450,3364,6405,1904
2005,Santiago del Estero,46100,45140,104854,2323
2005,Santiago del Estero,500,500,1267,2534
2005,Santiago del Estero,70500,68577,162335,2367
2005,Santiago del Estero,380,380,1056,2779
2005,Santiago del Estero,4075,4075,8214,2016
2005,Santiago del Estero,2810,2810,5934,2112
2005,Santiago del Estero,1905,0,0,0
2005,Santiago del Estero,95100,93339,206998,2218
2005,Santiago del Estero,1525,0,0,0
2005,Santiago del Estero,48900,48900,123916,2534
2005,Santiago del Estero,57400,56075,112541,2007
2005,Santiago del Estero,1550,1426,2684,1882
2005,Santiago del Estero,175600,172032,379741,2207
2005,Santiago del Estero,25200,25200,58537,2323
2005,Santiago del Estero,8225,8225,16468,2002
2005,Santiago del Estero,25600,24562,49312,2008
2005,Santiago del Estero,1560,1560,3867,2479
2005,Santiago del Estero,610,610,1610,2639
2005,Santiago del Estero,200,200,422,2110
2005,Tucum�n,43625,43394,130317,3003
2005,Tucum�n,13136,13004,39052,3003
2005,Tucum�n,1648,1638,4921,3004
2005,Tucum�n,245,239,718,3004
2005,Tucum�n,5308,5027,15089,3002
2005,Tucum�n,1792,1771,5317,3002
2005,Tucum�n,6362,6278,18854,3003
2005,Tucum�n,10783,10270,30830,3002
2005,Tucum�n,265,265,795,3000
2005,Tucum�n,141,141,423,3000
2005,Tucum�n,1439,1439,4321,3003
2005,Tucum�n,1301,1269,3811,3003
2005,Tucum�n,487,487,1462,3002
2005,Tucum�n,111,111,333,3000
2006,Buenos Aires,50000,50000,70000,1400
2006,Buenos Aires,44500,40000,68000,1700
2006,Buenos Aires,16600,16600,56440,3400
2006,Buenos Aires,1500,1460,3358,2300
2006,Buenos Aires,35000,34350,89310,2600
2006,Buenos Aires,15000,14400,36000,2500
2006,Buenos Aires,40150,40150,140525,3500
2006,Buenos Aires,49800,49800,179280,3600
2006,Buenos Aires,31000,30350,75875,2500
2006,Buenos Aires,65000,65000,175500,2700
2006,Buenos Aires,70600,70400,239360,3400
2006,Buenos Aires,4200,4200,14280,3400
2006,Buenos Aires,8500,8500,34000,4000
2006,Buenos Aires,26150,26150,96755,3700
2006,Buenos Aires,63511,63511,215937,3400
2006,Buenos Aires,75300,75300,218370,2900
2006,Buenos Aires,25700,25700,97660,3800
2006,Buenos Aires,2500,2450,6615,2700
2006,Buenos Aires,47000,47000,183300,3900
2006,Buenos Aires,32500,30900,40170,1300
2006,Buenos Aires,14000,13200,21120,1600
2006,Buenos Aires,70000,70000,189000,2700
2006,Buenos Aires,78000,78000,312000,4000
2006,Buenos Aires,8300,8300,33200,4000
2006,Buenos Aires,26000,25200,85680,3400
2006,Buenos Aires,63000,62500,143750,2300
2006,Buenos Aires,3500,3430,8918,2600
2006,Buenos Aires,10200,10200,36720,3600
2006,Buenos Aires,25000,25000,86625,3465
2006,Buenos Aires,14000,13500,35100,2600
2006,Buenos Aires,10500,10500,30450,2900
2006,Buenos Aires,57000,57000,228000,4000
2006,Buenos Aires,11000,11000,44000,4000
2006,Buenos Aires,5000,4900,14210,2900
2006,Buenos Aires,15000,15000,40500,2700
2006,Buenos Aires,2100,2100,7980,3800
2006,Buenos Aires,40000,40000,150480,3762
2006,Buenos Aires,12500,12100,30250,2500
2006,Buenos Aires,800,800,3040,3800
2006,Buenos Aires,50000,50000,193050,3861
2006,Buenos Aires,89950,89950,330560,3675
2006,Buenos Aires,55000,55000,104500,1900
2006,Buenos Aires,35000,35000,94500,2700
2006,Buenos Aires,75000,75000,285000,3800
2006,Buenos Aires,10000,8500,15300,1800
2006,Buenos Aires,13000,13000,54600,4200
2006,Buenos Aires,70000,70000,272270,3890
2006,Buenos Aires,75000,75000,267300,3564
2006,Buenos Aires,26000,24700,56810,2300
2006,Buenos Aires,15000,15000,61500,4100
2006,Buenos Aires,7800,7800,29640,3800
2006,Buenos Aires,2300,2250,5625,2500
2006,Buenos Aires,2000,1960,4508,2300
2006,Buenos Aires,3200,3200,12160,3800
2006,Buenos Aires,7450,7250,21750,3000
2006,Buenos Aires,12000,12000,49200,4100
2006,Buenos Aires,16000,16000,67200,4200
2006,Buenos Aires,44800,42300,88830,2100
2006,Buenos Aires,67500,65000,221000,3400
2006,Buenos Aires,59000,59000,135700,2300
2006,Buenos Aires,800,600,960,1600
2006,Buenos Aires,95169,95169,295024,3100
2006,Buenos Aires,18000,18000,30600,1700
2006,Buenos Aires,153000,153000,566100,3700
2006,Buenos Aires,800,800,3040,3800
2006,Buenos Aires,2500,2500,3750,1500
2006,Buenos Aires,53850,53850,188159,3494
2006,Buenos Aires,4500,4400,11000,2500
2006,Buenos Aires,110737,110737,298990,2700
2006,Buenos Aires,70000,70000,280000,4000
2006,Buenos Aires,17000,17000,71400,4200
2006,Buenos Aires,18000,18000,43200,2400
2006,Buenos Aires,22000,22000,90200,4100
2006,Buenos Aires,74500,74500,283100,3800
2006,Buenos Aires,18000,18000,28800,1600
2006,Buenos Aires,27400,27400,104120,3800
2006,Buenos Aires,35400,35400,127440,3600
2006,Buenos Aires,31400,29600,53280,1800
2006,Buenos Aires,37450,37450,130952,3497
2006,Buenos Aires,42450,42450,148575,3500
2006,Buenos Aires,9000,8500,25500,3000
2006,Buenos Aires,46000,44700,116220,2600
2006,Buenos Aires,1000,1000,2300,2300
2006,Buenos Aires,6000,6000,13200,2200
2006,Buenos Aires,106051,106051,243917,2300
2006,Buenos Aires,67000,64000,128000,2000
2006,Buenos Aires,20000,20000,33000,1650
2006,Buenos Aires,30000,30000,126000,4200
2006,Buenos Aires,750,600,990,1650
2006,Buenos Aires,22200,22200,75480,3400
2006,Catamarca,15500,15500,43400,2800
2006,Catamarca,15500,15500,43400,2800
2006,Chaco,81400,81400,170940,2100
2006,Chaco,1550,1550,2945,1900
2006,Chaco,49400,48880,92387,1890
2006,Chaco,68350,68350,143535,2100
2006,Chaco,70750,70750,134425,1900
2006,Chaco,35300,35085,62765,1789
2006,Chaco,41300,40685,72890,1792
2006,Chaco,35600,34994,66125,1890
2006,Chaco,600,600,1020,1700
2006,Chaco,5050,5050,8585,1700
2006,Chaco,31900,31170,52752,1692
2006,Chaco,500,500,850,1700
2006,Chaco,2655,2450,4410,1800
2006,Chaco,10000,9661,16424,1700
2006,Chaco,6400,5623,9559,1700
2006,Chaco,57950,57950,98515,1700
2006,Chaco,38400,37565,67592,1799
2006,Chaco,1500,1500,2550,1700
2006,Chaco,1800,1740,2778,1597
2006,Chaco,9675,9675,16448,1700
2006,Chaco,9150,8921,14274,1600
2006,Chaco,7575,7572,12873,1700
2006,Chaco,310,310,496,1600
2006,C�rdoba,96186,96186,274965,2859
2006,C�rdoba,3000,3000,9000,3000
2006,C�rdoba,95000,95000,304000,3200
2006,C�rdoba,145000,143000,577700,4040
2006,C�rdoba,155000,155000,465000,3000
2006,C�rdoba,35000,35000,105000,3000
2006,C�rdoba,296000,296000,888000,3000
2006,C�rdoba,465100,461600,1707920,3700
2006,C�rdoba,589,589,1183,2008
2006,C�rdoba,135000,131500,512850,3900
2006,C�rdoba,380000,378000,1134000,3000
2006,C�rdoba,332000,332000,1062400,3200
2006,C�rdoba,41000,41000,118900,2900
2006,C�rdoba,185000,185000,592000,3200
2006,C�rdoba,757,757,1522,2011
2006,C�rdoba,4104,4104,10865,2647
2006,C�rdoba,225000,222000,710400,3200
2006,C�rdoba,111100,111100,333300,3000
2006,C�rdoba,19000,19000,53200,2800
2006,C�rdoba,247000,247000,790400,3200
2006,C�rdoba,125000,125000,412500,3300
2006,C�rdoba,100000,100000,290000,2900
2006,C�rdoba,432400,428000,1455200,3400
2006,Corrientes,22000,19000,33600,1768
2006,Entre R�os,27000,25850,65625,2539
2006,Entre R�os,36000,35700,107100,3000
2006,Entre R�os,98000,97500,331500,3400
2006,Entre R�os,12500,12200,32940,2700
2006,Entre R�os,23000,22800,63840,2800
2006,Entre R�os,12000,11700,30420,2600
2006,Entre R�os,90000,89000,249200,2800
2006,Entre R�os,102000,101350,273645,2700
2006,Entre R�os,100000,98900,296700,3000
2006,Entre R�os,110000,108300,270750,2500
2006,Entre R�os,128000,126200,403840,3200
2006,Entre R�os,27000,26850,61755,2300
2006,Entre R�os,55000,54600,136500,2500
2006,Entre R�os,116000,115100,322280,2800
2006,Entre R�os,90000,88850,266550,3000
2006,Entre R�os,125000,124400,335880,2700
2006,Formosa,151,151,257,1702
2006,Formosa,772,772,2019,2615
2006,Formosa,7216,7216,13090,1814
2006,Formosa,767,767,1570,2047
2006,Formosa,1091,1091,2361,2164
2006,Formosa,12202,12202,28344,2323
2006,Jujuy,500,500,1350,2700
2006,Jujuy,3000,3000,7800,2600
2006,Jujuy,2500,2500,7000,2800
2006,La Pampa,10000,10000,19000,1900
2006,La Pampa,5000,4980,9960,2000
2006,La Pampa,10000,10000,22000,2200
2006,La Pampa,8800,8400,8400,1000
2006,La Pampa,46000,44800,125400,2799
2006,La Pampa,200,200,180,900
2006,La Pampa,36800,35900,86200,2401
2006,La Pampa,28700,28200,64900,2301
2006,La Pampa,15900,15100,30200,2000
2006,La Pampa,24800,24400,53700,2201
2006,La Pampa,1000,980,882,900
2006,La Pampa,6600,6500,9100,1400
2006,La Pampa,200,190,152,800
2006,Misiones,50,46,90,1957
2006,Misiones,150,145,300,2069
2006,Misiones,370,350,700,2000
2006,Misiones,10,10,20,2000
2006,Misiones,10,10,20,2000
2006,Misiones,10,9,20,2222
2006,Misiones,70,65,130,2000
2006,Misiones,280,250,530,2120
2006,Salta,169250,169250,507750,3000
2006,Salta,93860,93860,244036,2600
2006,Salta,50,50,140,2800
2006,Salta,34800,34800,97440,2800
2006,Salta,25625,25625,66625,2600
2006,Salta,40175,40175,112490,2800
2006,San Luis,7000,7000,19600,2800
2006,San Luis,9000,9000,25200,2800
2006,San Luis,11500,11500,26450,2300
2006,San Luis,30000,26900,48420,1800
2006,San Luis,12500,12500,21250,1700
2006,San Luis,13000,13000,35100,2700
2006,Santa Fe,148450,147950,517825,3500
2006,Santa Fe,242400,242400,869760,3588
2006,Santa Fe,173000,171000,547200,3200
2006,Santa Fe,186600,186600,690420,3700
2006,Santa Fe,4000,4000,8800,2200
2006,Santa Fe,518800,505405,1917029,3793
2006,Santa Fe,62300,59400,147700,2487
2006,Santa Fe,253420,253420,886970,3500
2006,Santa Fe,39000,39000,107250,2750
2006,Santa Fe,162000,159000,477000,3000
2006,Santa Fe,33000,32200,86900,2699
2006,Santa Fe,154900,154900,572390,3695
2006,Santa Fe,72000,72000,194400,2700
2006,Santa Fe,11700,11300,31400,2779
2006,Santa Fe,246410,244410,806553,3300
2006,Santa Fe,110000,110000,297000,2700
2006,Santa Fe,144700,144700,491300,3395
2006,Santa Fe,255270,251270,854318,3400
2006,Santa Fe,30000,28200,66800,2369
2006,Santiago del Estero,13400,12762,28076,2200
2006,Santiago del Estero,50825,50825,130183,2561
2006,Santiago del Estero,500,500,1250,2500
2006,Santiago del Estero,89500,87225,211235,2422
2006,Santiago del Estero,380,380,950,2500
2006,Santiago del Estero,5500,5500,12650,2300
2006,Santiago del Estero,2500,2500,5500,2200
2006,Santiago del Estero,2000,2000,4600,2300
2006,Santiago del Estero,95000,94688,235781,2490
2006,Santiago del Estero,1310,1310,2882,2200
2006,Santiago del Estero,57800,57800,170550,2951
2006,Santiago del Estero,61350,61350,153375,2500
2006,Santiago del Estero,1740,1740,3654,2100
2006,Santiago del Estero,173500,172599,395084,2289
2006,Santiago del Estero,29000,29000,79388,2738
2006,Santiago del Estero,10050,10050,25125,2500
2006,Santiago del Estero,27750,27750,63825,2300
2006,Santiago del Estero,1960,1960,5410,2760
2006,Santiago del Estero,610,610,1525,2500
2006,Santiago del Estero,200,200,500,2500
2006,Tucum�n,18778,18778,58212,3100
2006,Tucum�n,14172,14172,45349,3200
2006,Tucum�n,980,980,3136,3200
2006,Tucum�n,190,190,608,3200
2006,Tucum�n,13210,13210,40949,3100
2006,Tucum�n,1773,1773,5495,3099
2006,Tucum�n,8034,8034,24905,3100
2006,Tucum�n,11764,11764,36467,3100
2006,Tucum�n,655,655,2094,3197
2006,Tucum�n,50,50,160,3200
2006,Tucum�n,950,950,2850,3000
2006,Tucum�n,86,86,282,3279
2006,Tucum�n,1341,1341,4023,3000
2006,Tucum�n,461,461,1428,3098
2007,Buenos Aires,52100,50000,107362,2147
2007,Buenos Aires,40000,38000,58062,1528
2007,Buenos Aires,17000,16100,60577,3763
2007,Buenos Aires,1600,1550,2848,1837
2007,Buenos Aires,35000,34200,55855,1633
2007,Buenos Aires,600,0,0,0
2007,Buenos Aires,16000,15700,38462,2450
2007,Buenos Aires,40500,40500,133690,3301
2007,Buenos Aires,50200,50200,177138,3529
2007,Buenos Aires,32000,31400,48077,1531
2007,Buenos Aires,66000,66000,199217,3018
2007,Buenos Aires,70000,69700,256972,3687
2007,Buenos Aires,4300,4300,14684,3415
2007,Buenos Aires,8000,8000,23577,2947
2007,Buenos Aires,26400,26400,90152,3415
2007,Buenos Aires,65600,65600,236385,3603
2007,Buenos Aires,77500,77500,263751,3403
2007,Buenos Aires,25700,25700,107281,4174
2007,Buenos Aires,2200,2150,5047,2347
2007,Buenos Aires,47550,47550,200263,4212
2007,Buenos Aires,400,0,0,0
2007,Buenos Aires,29200,27800,42477,1528
2007,Buenos Aires,12600,12000,20780,1732
2007,Buenos Aires,73000,73000,190666,2612
2007,Buenos Aires,78000,78000,341881,4383
2007,Buenos Aires,9000,9000,25610,2846
2007,Buenos Aires,37000,36600,131190,3584
2007,Buenos Aires,65000,65000,189658,2918
2007,Buenos Aires,3200,3130,7029,2246
2007,Buenos Aires,10350,10350,36522,3529
2007,Buenos Aires,27750,26250,97841,3727
2007,Buenos Aires,13000,12750,33837,2654
2007,Buenos Aires,11000,11000,32096,2918
2007,Buenos Aires,53500,53500,234495,4383
2007,Buenos Aires,11000,11000,31300,2845
2007,Buenos Aires,5500,5400,14331,2654
2007,Buenos Aires,17000,17000,44402,2612
2007,Buenos Aires,2100,2100,8328,3966
2007,Buenos Aires,43000,42000,161289,3840
2007,Buenos Aires,12000,11800,28907,2450
2007,Buenos Aires,800,800,3172,3965
2007,Buenos Aires,53500,52500,207541,3953
2007,Buenos Aires,129500,126000,455405,3614
2007,Buenos Aires,51800,50000,117588,2352
2007,Buenos Aires,36000,36000,105041,2918
2007,Buenos Aires,73000,73000,304729,4174
2007,Buenos Aires,9000,8500,15585,1834
2007,Buenos Aires,13500,13500,39786,2947
2007,Buenos Aires,75000,73500,307161,4179
2007,Buenos Aires,84250,78750,302417,3840
2007,Buenos Aires,25000,24600,37665,1531
2007,Buenos Aires,16500,16500,50305,3049
2007,Buenos Aires,7800,7800,30932,3966
2007,Buenos Aires,2100,2060,4837,2348
2007,Buenos Aires,2000,1960,4401,2245
2007,Buenos Aires,3200,3200,12692,3966
2007,Buenos Aires,8000,7400,21220,2868
2007,Buenos Aires,12500,12500,35569,2846
2007,Buenos Aires,17000,17000,46646,2744
2007,Buenos Aires,40300,36300,103532,2852
2007,Buenos Aires,69000,68900,246966,3584
2007,Buenos Aires,61000,61000,141162,2314
2007,Buenos Aires,800,240,300,1250
2007,Buenos Aires,98700,98700,335900,3403
2007,Buenos Aires,12600,12000,26994,2250
2007,Buenos Aires,154200,154200,614327,3984
2007,Buenos Aires,800,800,3172,3965
2007,Buenos Aires,2500,2500,5525,2210
2007,Buenos Aires,53200,53200,187487,3524
2007,Buenos Aires,4500,4400,8533,1939
2007,Buenos Aires,115600,115600,381844,3303
2007,Buenos Aires,68000,68000,319340,4696
2007,Buenos Aires,17500,17500,48018,2744
2007,Buenos Aires,20500,20500,51484,2511
2007,Buenos Aires,24000,24000,68292,2846
2007,Buenos Aires,75050,75050,307539,4098
2007,Buenos Aires,15000,15000,32209,2147
2007,Buenos Aires,27400,27400,108658,3966
2007,Buenos Aires,35650,35650,125796,3529
2007,Buenos Aires,28200,26800,51869,1935
2007,Buenos Aires,35800,35800,122251,3415
2007,Buenos Aires,42600,42600,140623,3301
2007,Buenos Aires,9500,6800,17410,2560
2007,Buenos Aires,45000,44000,112281,2552
2007,Buenos Aires,1000,1000,2314,2314
2007,Buenos Aires,7000,7000,16173,2310
2007,Buenos Aires,115600,115600,347131,3003
2007,Buenos Aires,60300,57300,128407,2241
2007,Buenos Aires,15000,15000,35276,2352
2007,Buenos Aires,29500,29500,83943,2846
2007,Buenos Aires,750,350,500,1429
2007,Buenos Aires,22400,22400,76492,3415
2007,Catamarca,15500,15500,46500,3000
2007,Catamarca,15500,15500,46500,3000
2007,Chaco,93860,93860,225180,2399
2007,Chaco,1310,1310,2672,2040
2007,Chaco,49300,49300,118205,2398
2007,Chaco,78575,78575,188509,2399
2007,Chaco,88908,88908,213298,2399
2007,Chaco,43860,43860,105225,2399
2007,Chaco,53100,53100,114654,2159
2007,Chaco,43575,43575,94087,2159
2007,Chaco,1200,1200,2159,1799
2007,Chaco,7905,7905,15172,1919
2007,Chaco,39050,39050,93685,2399
2007,Chaco,800,800,1439,1799
2007,Chaco,6630,6630,16311,2460
2007,Chaco,18575,18575,40107,2159
2007,Chaco,16860,16860,32359,1919
2007,Chaco,58860,58860,141211,2399
2007,Chaco,49240,49240,106319,2159
2007,Chaco,2000,2000,3359,1680
2007,Chaco,8810,8810,21136,2399
2007,Chaco,9715,9715,20977,2159
2007,Chaco,14905,14905,32183,2159
2007,Chaco,7905,7905,22758,2879
2007,Chaco,490,490,942,1922
2007,C�rdoba,80000,80000,220800,2760
2007,C�rdoba,2000,2000,5066,2533
2007,C�rdoba,90000,90000,239811,2665
2007,C�rdoba,235000,231500,605330,2615
2007,C�rdoba,134000,134000,434435,3242
2007,C�rdoba,30000,30000,73788,2460
2007,C�rdoba,266000,266000,800887,3011
2007,C�rdoba,455700,455100,1780482,3912
2007,C�rdoba,5450,5450,13880,2547
2007,C�rdoba,589,589,1210,2054
2007,C�rdoba,205000,203500,552580,2715
2007,C�rdoba,375000,375000,1129070,3011
2007,C�rdoba,315000,314000,740135,2357
2007,C�rdoba,38000,38000,89571,2357
2007,C�rdoba,154000,154000,436867,2837
2007,C�rdoba,757,757,1557,2057
2007,C�rdoba,4104,4104,11113,2708
2007,C�rdoba,210000,208500,555562,2665
2007,C�rdoba,100000,100000,253286,2533
2007,C�rdoba,15000,15000,35357,2357
2007,C�rdoba,216200,213700,627876,2938
2007,C�rdoba,115000,115000,329996,2870
2007,C�rdoba,97000,97000,268404,2767
2007,C�rdoba,410300,409200,1471105,3595
2007,Corrientes,3600,3260,4238,1300
2007,Corrientes,500,450,810,1800
2007,Corrientes,2500,1478,2660,1800
2007,Corrientes,230,195,380,1949
2007,Corrientes,8000,7200,12940,1797
2007,Corrientes,45,43,75,1744
2007,Corrientes,260,245,385,1571
2007,Corrientes,800,740,1185,1601
2007,Corrientes,2675,2525,3535,1400
2007,Corrientes,2800,2580,4380,1698
2007,Corrientes,480,440,740,1682
2007,Corrientes,600,560,1003,1791
2007,Corrientes,730,675,1140,1689
2007,Corrientes,3190,3020,5875,1945
2007,Corrientes,4000,3660,6460,1765
2007,Entre R�os,30000,28950,63690,2200
2007,Entre R�os,30000,30000,78000,2600
2007,Entre R�os,85000,85000,187000,2200
2007,Entre R�os,10000,10000,24000,2400
2007,Entre R�os,28000,28000,67200,2400
2007,Entre R�os,13000,13000,31200,2400
2007,Entre R�os,82000,81800,204500,2500
2007,Entre R�os,128000,126100,264810,2100
2007,Entre R�os,105000,105000,294000,2800
2007,Entre R�os,102000,100850,231955,2300
2007,Entre R�os,112000,112000,268800,2400
2007,Entre R�os,25000,24950,59880,2400
2007,Entre R�os,56000,55950,123090,2200
2007,Entre R�os,115000,114300,251460,2200
2007,Entre R�os,77000,76400,221560,2900
2007,Entre R�os,125000,124800,336960,2700
2007,Formosa,244,244,634,2598
2007,Formosa,2760,2760,5636,2042
2007,Formosa,334,334,601,1799
2007,Formosa,582,582,1277,2194
2007,Formosa,1482,1482,2667,1800
2007,Jujuy,500,500,1400,2800
2007,Jujuy,2910,2910,7857,2700
2007,Jujuy,2500,2500,7000,2800
2007,La Pampa,11000,11000,16808,1528
2007,La Pampa,5000,5000,8659,1732
2007,La Pampa,11000,11000,21290,1935
2007,La Pampa,8576,8103,15387,1899
2007,La Pampa,49500,48500,121300,2501
2007,La Pampa,300,200,122,610
2007,La Pampa,38700,37900,87200,2301
2007,La Pampa,25800,25300,53100,2099
2007,La Pampa,10200,9800,17600,1796
2007,La Pampa,22500,21800,41400,1899
2007,La Pampa,1100,900,513,570
2007,La Pampa,6700,6400,11500,1797
2007,La Pampa,400,300,171,570
2007,Misiones,50,35,56,1600
2007,Misiones,200,180,297,1650
2007,Misiones,400,375,600,1600
2007,Misiones,10,8,12,1500
2007,Misiones,10,8,12,1500
2007,Misiones,10,7,11,1571
2007,Misiones,100,95,152,1600
2007,Misiones,400,360,576,1600
2007,Salta,167350,167350,546641,3266
2007,Salta,92910,92910,256067,2756
2007,Salta,50,50,143,2860
2007,Salta,32900,32900,94033,2858
2007,Salta,24675,24675,65487,2654
2007,Salta,40175,40175,114826,2858
2007,San Luis,8500,8500,23800,2800
2007,San Luis,12000,12000,30000,2500
2007,San Luis,12500,12500,28750,2300
2007,San Luis,38000,38000,95000,2500
2007,San Luis,16000,16000,33600,2100
2007,San Luis,18000,18000,46800,2600
2007,Santa Fe,143500,143500,556065,3875
2007,Santa Fe,228000,228000,898045,3939
2007,Santa Fe,155000,155000,551951,3561
2007,Santa Fe,176500,172500,625802,3628
2007,Santa Fe,5000,5000,13092,2618
2007,Santa Fe,516150,516150,2092432,4054
2007,Santa Fe,64900,48026,27992,583
2007,Santa Fe,247000,247000,1034735,4189
2007,Santa Fe,30000,30000,91119,3037
2007,Santa Fe,140000,140000,483874,3456
2007,Santa Fe,57500,34100,59604,1748
2007,Santa Fe,133400,133400,470126,3524
2007,Santa Fe,60000,60000,138250,2304
2007,Santa Fe,12900,11100,10832,976
2007,Santa Fe,240000,240000,879735,3666
2007,Santa Fe,105000,105000,241937,2304
2007,Santa Fe,150000,150000,575271,3835
2007,Santa Fe,244000,244000,971059,3980
2007,Santa Fe,20000,17000,17371,1022
2007,Santiago del Estero,18100,15818,17783,1124
2007,Santiago del Estero,55150,55150,162861,2953
2007,Santiago del Estero,500,500,1120,2240
2007,Santiago del Estero,109500,103979,158465,1524
2007,Santiago del Estero,300,300,571,1903
2007,Santiago del Estero,5500,5500,14002,2546
2007,Santiago del Estero,2000,2000,3055,1528
2007,Santiago del Estero,2000,2000,4480,2240
2007,Santiago del Estero,146100,139607,212822,1524
2007,Santiago del Estero,1500,1500,3360,2240
2007,Santiago del Estero,66450,66450,202997,3055
2007,Santiago del Estero,66200,62417,76271,1222
2007,Santiago del Estero,2310,2310,2587,1120
2007,Santiago del Estero,190400,190400,348990,1833
2007,Santiago del Estero,42400,42400,129527,3055
2007,Santiago del Estero,8169,8169,18301,2240
2007,Santiago del Estero,33500,30773,47004,1527
2007,Santiago del Estero,2450,2450,5486,2239
2007,Santiago del Estero,610,610,1242,2036
2007,Santiago del Estero,200,200,407,2035
2007,Tucum�n,24037,24037,67304,2800
2007,Tucum�n,16006,16006,44815,2800
2007,Tucum�n,1140,1140,3078,2700
2007,Tucum�n,600,600,1200,2000
2007,Tucum�n,13713,13713,37025,2700
2007,Tucum�n,2067,2067,5786,2799
2007,Tucum�n,7792,7792,21037,2700
2007,Tucum�n,15573,15573,43604,2800
2007,Tucum�n,1042,1042,2083,1999
2007,Tucum�n,170,170,170,1000
2007,Tucum�n,1070,1070,3210,3000
2007,Tucum�n,30,30,87,2900
2007,Tucum�n,936,936,2714,2900
