anio,provincia_nombre,superficie_sembrada_ha,superficie_cosechada_ha,produccion_tm,rendimiento_kgxha
2000,Buenos Aires,19800,19800,32900,1662
2000,Buenos Aires,19500,19500,27300,1400
2000,Buenos Aires,9000,7200,20200,2806
2000,Buenos Aires,1500,1450,2200,1517
2000,Buenos Aires,39000,38200,70700,1851
2000,Buenos Aires,18000,17600,31700,1801
2000,Buenos Aires,39000,39000,124800,3200
2000,Buenos Aires,54000,54000,167400,3100
2000,Buenos Aires,16000,15650,26600,1700
2000,Buenos Aires,20000,17000,30600,1800
2000,Buenos Aires,20000,16490,46200,2802
2000,Buenos Aires,3700,3700,11100,3000
2000,Buenos Aires,1080,1080,3500,3241
2000,Buenos Aires,25000,25000,80000,3200
2000,Buenos Aires,42000,40000,108000,2700
2000,Buenos Aires,25500,24000,60000,2500
2000,Buenos Aires,16000,16000,51200,3200
2000,Buenos Aires,500,480,700,1458
2000,Buenos Aires,40000,40000,136000,3400
2000,Buenos Aires,6500,6500,5900,908
2000,Buenos Aires,12000,12000,16800,1400
2000,Buenos Aires,35000,34600,86500,2500
2000,Buenos Aires,34000,33500,100500,3000
2000,Buenos Aires,1440,1440,4600,3194
2000,Buenos Aires,10000,8330,23300,2797
2000,Buenos Aires,36250,36250,68900,1901
2000,Buenos Aires,500,480,700,1458
2000,Buenos Aires,8800,8800,26400,3000
2000,Buenos Aires,16000,15500,43400,2800
2000,Buenos Aires,4000,3900,6800,1744
2000,Buenos Aires,10000,9000,17100,1900
2000,Buenos Aires,27000,26500,84800,3200
2000,Buenos Aires,1620,1620,5000,3086
2000,Buenos Aires,1200,1160,1900,1638
2000,Buenos Aires,7000,6650,13300,2000
2000,Buenos Aires,200,200,600,3000
2000,Buenos Aires,25000,24500,68600,2800
2000,Buenos Aires,1700,1650,2900,1758
2000,Buenos Aires,200,200,600,3000
2000,Buenos Aires,30000,29500,82600,2800
2000,Buenos Aires,70000,69600,194900,2800
2000,Buenos Aires,13000,12950,24100,1861
2000,Buenos Aires,10400,8900,16000,1798
2000,Buenos Aires,30000,29600,88800,3000
2000,Buenos Aires,5800,5800,8700,1500
2000,Buenos Aires,720,648,1200,1852
2000,Buenos Aires,19000,18500,51800,2800
2000,Buenos Aires,30000,29000,81200,2800
2000,Buenos Aires,13000,12700,21600,1701
2000,Buenos Aires,3600,3600,11200,3111
2000,Buenos Aires,4500,4300,12900,3000
2000,Buenos Aires,2000,1930,3100,1606
2000,Buenos Aires,700,670,1100,1642
2000,Buenos Aires,200,200,600,3000
2000,Buenos Aires,4850,4700,12200,2596
2000,Buenos Aires,1080,930,2900,3118
2000,Buenos Aires,3060,2910,9300,3196
2000,Buenos Aires,20500,20500,30800,1502
2000,Buenos Aires,55000,42240,109800,2599
2000,Buenos Aires,31500,31500,63000,2000
2000,Buenos Aires,39500,38000,102600,2700
2000,Buenos Aires,4700,4700,9000,1915
2000,Buenos Aires,135000,135000,432000,3200
2000,Buenos Aires,200,200,600,3000
2000,Buenos Aires,5000,4850,8730,1800
2000,Buenos Aires,48000,48000,144000,3000
2000,Buenos Aires,3200,3120,4800,1538
2000,Buenos Aires,44200,43000,120400,2800
2000,Buenos Aires,36000,35900,125700,3501
2000,Buenos Aires,2520,2520,8100,3214
2000,Buenos Aires,8000,7650,15300,2000
2000,Buenos Aires,4680,4680,15000,3205
2000,Buenos Aires,64000,64000,211200,3300
2000,Buenos Aires,5700,5620,9600,1708
2000,Buenos Aires,10000,9900,29700,3000
2000,Buenos Aires,35500,35500,117200,3301
2000,Buenos Aires,6500,6500,6500,1000
2000,Buenos Aires,32500,32500,97500,3000
2000,Buenos Aires,41000,41000,118900,2900
2000,Buenos Aires,3000,2850,8000,2807
2000,Buenos Aires,41000,40200,72400,1801
2000,Buenos Aires,900,900,1700,1889
2000,Buenos Aires,3500,3250,5850,1800
2000,Buenos Aires,46600,45000,117000,2600
2000,Buenos Aires,18500,18500,27800,1503
2000,Buenos Aires,4600,4500,7700,1711
2000,Buenos Aires,8280,6580,21100,3207
2000,Buenos Aires,20000,20000,58000,2900
2000,Chaco,23290,23290,48909,2100
2000,Chaco,1335,1335,2670,2000
2000,Chaco,22875,22418,44835,2000
2000,Chaco,26600,26600,55860,2100
2000,Chaco,30500,30500,64050,2100
2000,Chaco,16675,16675,35018,2100
2000,Chaco,18575,18575,37150,2000
2000,Chaco,21450,21450,42900,2000
2000,Chaco,5000,5000,10500,2100
2000,Chaco,3525,3525,7050,2000
2000,Chaco,15350,15350,30700,2000
2000,Chaco,2525,2525,5303,2100
2000,Chaco,16100,16100,32200,2000
2000,Chaco,17625,17625,35250,2000
2000,Chaco,17150,17150,34300,2000
2000,Chaco,26450,26450,55545,2100
2000,Chaco,18825,17319,34638,2000
2000,Chaco,3000,3000,5700,1900
2000,Chaco,18100,18100,36200,2000
2000,Chaco,8100,8100,17010,2100
2000,Chaco,8675,7952,15904,2000
2000,Chaco,4810,4810,10582,2200
2000,Chaco,2715,2715,5159,1900
2000,C�rdoba,39000,37050,92600,2499
2000,C�rdoba,3000,3000,8100,2700
2000,C�rdoba,60000,59500,178500,3000
2000,C�rdoba,30000,28000,64100,2289
2000,C�rdoba,50000,50000,125000,2500
2000,C�rdoba,22000,21800,61000,2798
2000,C�rdoba,170000,153000,290700,1900
2000,C�rdoba,395500,395500,1147000,2900
2000,C�rdoba,260,229,322,1406
2000,C�rdoba,60000,57000,134000,2351
2000,C�rdoba,192000,172800,328300,1900
2000,C�rdoba,283000,282000,900983,3195
2000,C�rdoba,30000,30000,69000,2300
2000,C�rdoba,204300,199300,597900,3000
2000,C�rdoba,333,301,415,1379
2000,C�rdoba,1807,1630,2962,1817
2000,C�rdoba,80000,79700,267000,3350
2000,C�rdoba,98500,98500,275800,2800
2000,C�rdoba,13000,12900,32300,2504
2000,C�rdoba,234000,234000,655200,2800
2000,C�rdoba,87000,86500,294100,3400
2000,C�rdoba,27000,26000,54600,2100
2000,C�rdoba,337900,337900,831200,2460
2000,Corrientes,600,400,1000,2500
2000,Corrientes,300,240,400,1667
2000,Corrientes,900,650,1000,1538
2000,Corrientes,300,300,700,2333
2000,Corrientes,40,25,40,1600
2000,Corrientes,200,170,300,1765
2000,Corrientes,280,280,500,1786
2000,Corrientes,150,150,300,2000
2000,Corrientes,800,800,1600,2000
2000,Entre R�os,9000,8900,26700,3000
2000,Entre R�os,10000,10000,30000,3000
2000,Entre R�os,23000,23000,80500,3500
2000,Entre R�os,4000,4000,11600,2900
2000,Entre R�os,10000,10000,30000,3000
2000,Entre R�os,5500,5500,15400,2800
2000,Entre R�os,23000,22900,77900,3402
2000,Entre R�os,20000,19800,63400,3202
2000,Entre R�os,40000,40000,128000,3200
2000,Entre R�os,23000,22950,73400,3198
2000,Entre R�os,34000,34000,115600,3400
2000,Entre R�os,10000,9900,29700,3000
2000,Entre R�os,15000,14900,44700,3000
2000,Entre R�os,27000,26950,99700,3699
2000,Entre R�os,20000,19800,59400,3000
2000,Formosa,1100,800,1200,1500
2000,La Pampa,3500,3360,4800,1429
2000,La Pampa,2000,1950,2600,1333
2000,La Pampa,2800,2750,3900,1418
2000,La Pampa,14100,13900,25000,1799
2000,La Pampa,34500,33700,80900,2401
2000,La Pampa,1200,1150,1400,1217
2000,La Pampa,50,40,45,1125
2000,La Pampa,11000,10500,22100,2105
2000,La Pampa,15400,15100,28700,1901
2000,La Pampa,8000,7900,13400,1696
2000,La Pampa,15400,15100,25700,1702
2000,La Pampa,800,700,900,1286
2000,La Pampa,2000,1900,2700,1421
2000,La Pampa,550,450,500,1111
2000,Misiones,4000,4000,8400,2100
2000,Salta,147000,145411,327214,2250
2000,Salta,35000,35000,78800,2251
2000,Salta,1000,1000,2400,2400
2000,Salta,29550,29550,66488,2250
2000,Salta,3000,3000,7200,2400
2000,Salta,28400,28400,63900,2250
2000,San Luis,10000,9000,10800,1200
2000,Santa Fe,95000,95000,304000,3200
2000,Santa Fe,210750,210750,653300,3100
2000,Santa Fe,90000,90000,270000,3000
2000,Santa Fe,172500,172500,526100,3050
2000,Santa Fe,5000,5000,12500,2500
2000,Santa Fe,338100,338100,1078500,3190
2000,Santa Fe,100000,96500,144800,1501
2000,Santa Fe,210000,210000,693000,3300
2000,Santa Fe,24000,24000,62400,2600
2000,Santa Fe,58000,58000,174000,3000
2000,Santa Fe,57000,48500,92200,1901
2000,Santa Fe,130850,130850,411187,3142
2000,Santa Fe,63000,63000,163800,2600
2000,Santa Fe,25000,22500,32600,1449
2000,Santa Fe,150000,150000,510000,3400
2000,Santa Fe,90000,90000,225000,2500
2000,Santa Fe,132550,132550,424200,3200
2000,Santa Fe,162300,162300,549966,3389
2000,Santa Fe,60000,45000,60800,1351
2000,Santiago del Estero,6000,3700,4600,1243
2000,Santiago del Estero,50000,29000,40600,1400
2000,Santiago del Estero,20000,20000,40000,2000
2000,Santiago del Estero,60000,45000,76500,1700
2000,Santiago del Estero,40000,28000,30800,1100
2000,Santiago del Estero,60000,60000,120000,2000
2000,Santiago del Estero,27000,27000,72900,2700
2000,Santiago del Estero,222300,187682,350587,1868
2000,Tucum�n,123000,123000,225090,1830
2001,Buenos Aires,7500,7500,17000,2267
2001,Buenos Aires,5400,5400,7000,1296
2001,Buenos Aires,17500,17500,50000,2857
2001,Buenos Aires,1400,1200,2000,1667
2001,Buenos Aires,34000,32500,75000,2308
2001,Buenos Aires,16000,15300,36000,2353
2001,Buenos Aires,39200,39200,115000,2934
2001,Buenos Aires,53500,53500,160000,2991
2001,Buenos Aires,13000,12300,25000,2033
2001,Buenos Aires,9000,8750,20100,2297
2001,Buenos Aires,33000,31200,91271,2925
2001,Buenos Aires,3700,3700,10500,2838
2001,Buenos Aires,800,800,2000,2500
2001,Buenos Aires,25500,25500,72000,2824
2001,Buenos Aires,37800,37800,112000,2963
2001,Buenos Aires,25200,25200,72000,2857
2001,Buenos Aires,18500,18500,56000,3027
2001,Buenos Aires,400,360,600,1667
2001,Buenos Aires,39000,39000,133000,3410
2001,Buenos Aires,1800,1800,1800,1000
2001,Buenos Aires,6100,6100,6100,1000
2001,Buenos Aires,23500,23000,46000,2000
2001,Buenos Aires,38000,38000,122000,3211
2001,Buenos Aires,1200,1100,2800,2545
2001,Buenos Aires,15000,15000,46000,3067
2001,Buenos Aires,33250,32750,85500,2611
2001,Buenos Aires,300,270,400,1481
2001,Buenos Aires,9000,9000,25000,2778
2001,Buenos Aires,15000,14470,48000,3317
2001,Buenos Aires,3500,3300,7000,2121
2001,Buenos Aires,4000,3900,9500,2436
2001,Buenos Aires,30000,30000,111000,3700
2001,Buenos Aires,1300,1150,2900,2522
2001,Buenos Aires,1100,1000,2000,2000
2001,Buenos Aires,6000,5800,12000,2069
2001,Buenos Aires,400,400,1200,3000
2001,Buenos Aires,22000,19200,66000,3438
2001,Buenos Aires,1600,1520,3200,2105
2001,Buenos Aires,200,200,600,3000
2001,Buenos Aires,22000,20900,68000,3254
2001,Buenos Aires,60000,58800,195000,3316
2001,Buenos Aires,5000,5000,12000,2400
2001,Buenos Aires,4000,3860,10000,2591
2001,Buenos Aires,32000,32000,102500,3203
2001,Buenos Aires,2700,2700,3800,1407
2001,Buenos Aires,840,840,1800,2143
2001,Buenos Aires,17000,16280,54000,3317
2001,Buenos Aires,24000,23150,75000,3240
2001,Buenos Aires,11000,10100,22000,2178
2001,Buenos Aires,7940,7940,18180,2290
2001,Buenos Aires,5000,5000,14000,2800
2001,Buenos Aires,1700,1550,3000,1935
2001,Buenos Aires,800,730,1300,1781
2001,Buenos Aires,500,500,1500,3000
2001,Buenos Aires,3600,3600,8000,2222
2001,Buenos Aires,1000,1000,2500,2500
2001,Buenos Aires,2500,2500,6500,2600
2001,Buenos Aires,3600,3600,6100,1694
2001,Buenos Aires,30000,29700,95000,3199
2001,Buenos Aires,18000,17820,43900,2464
2001,Buenos Aires,39900,39900,112000,2807
2001,Buenos Aires,2500,2500,6000,2400
2001,Buenos Aires,134000,133850,430000,3213
2001,Buenos Aires,300,300,900,3000
2001,Buenos Aires,2000,1900,3500,1842
2001,Buenos Aires,48500,48350,135000,2792
2001,Buenos Aires,3000,2800,5000,1786
2001,Buenos Aires,44650,44650,135000,3024
2001,Buenos Aires,42400,42400,161100,3800
2001,Buenos Aires,1500,1400,3500,2500
2001,Buenos Aires,5500,5350,11000,2056
2001,Buenos Aires,3500,3370,8800,2611
2001,Buenos Aires,64500,64500,210000,3256
2001,Buenos Aires,1000,1000,2500,2500
2001,Buenos Aires,13000,13000,34000,2615
2001,Buenos Aires,35500,35500,105000,2958
2001,Buenos Aires,2200,2200,2600,1182
2001,Buenos Aires,33000,33000,98000,2970
2001,Buenos Aires,40000,38700,115000,2972
2001,Buenos Aires,10000,10000,25000,2500
2001,Buenos Aires,35000,33400,77000,2305
2001,Buenos Aires,450,430,1000,2326
2001,Buenos Aires,3100,2950,5500,1864
2001,Buenos Aires,42300,42300,130000,3073
2001,Buenos Aires,4500,4500,7700,1711
2001,Buenos Aires,1000,1000,2500,2500
2001,Buenos Aires,4500,4300,12000,2791
2001,Buenos Aires,19500,19500,58000,2974
2001,Catamarca,15000,15000,42000,2800
2001,Catamarca,20000,20000,56000,2800
2001,Chaco,37625,37625,83716,2225
2001,Chaco,1145,1145,2519,2200
2001,Chaco,30500,22875,45750,2000
2001,Chaco,40850,40850,90300,2211
2001,Chaco,44900,44900,103560,2306
2001,Chaco,33725,33725,74550,2211
2001,Chaco,26290,21595,38496,1783
2001,Chaco,34500,34500,76057,2205
2001,Chaco,5000,5000,11500,2300
2001,Chaco,9525,9525,20003,2100
2001,Chaco,25500,25500,56100,2200
2001,Chaco,2430,2430,4860,2000
2001,Chaco,6945,6945,15432,2222
2001,Chaco,26675,21340,34678,1625
2001,Chaco,32250,27892,52297,1875
2001,Chaco,35750,35750,78650,2200
2001,Chaco,25750,21244,42488,2000
2001,Chaco,3000,3000,6000,2000
2001,Chaco,20250,17820,34830,1955
2001,Chaco,7625,7625,16013,2100
2001,Chaco,10250,8200,14350,1750
2001,Chaco,4715,4715,9902,2100
2001,Chaco,262,262,699,2668
2001,C�rdoba,48750,48750,146000,2995
2001,C�rdoba,3000,3000,8000,2667
2001,C�rdoba,64000,63500,219000,3449
2001,C�rdoba,35000,34600,93000,2688
2001,C�rdoba,50000,50000,110000,2200
2001,C�rdoba,24000,24000,72000,3000
2001,C�rdoba,221000,221000,670000,3032
2001,C�rdoba,382480,380180,1300000,3419
2001,C�rdoba,3000,3000,4500,1500
2001,C�rdoba,48000,47400,130000,2743
2001,C�rdoba,225000,225000,680000,3022
2001,C�rdoba,291500,291200,910000,3125
2001,C�rdoba,33000,33000,105000,3182
2001,C�rdoba,204000,204000,560000,2745
2001,C�rdoba,834,834,1000,1199
2001,C�rdoba,2167,2167,3500,1615
2001,C�rdoba,90000,89700,250000,2787
2001,C�rdoba,94000,94000,217000,2309
2001,C�rdoba,14000,14000,44000,3143
2001,C�rdoba,222700,222700,600000,2694
2001,C�rdoba,93500,93500,310000,3316
2001,C�rdoba,30000,30000,96000,3200
2001,C�rdoba,361150,360300,1180000,3275
2001,Corrientes,900,500,1200,2400
2001,Corrientes,500,300,200,667
2001,Corrientes,2065,1500,1300,867
2001,Corrientes,270,270,500,1852
2001,Corrientes,50,25,SD,SD
2001,Corrientes,150,135,200,1481
2001,Corrientes,80,80,100,1250
2001,Corrientes,120,85,100,1176
2001,Corrientes,200,190,400,2105
2001,Corrientes,963,680,800,1176
2001,Entre R�os,20000,19800,48000,2424
2001,Entre R�os,15000,12500,30000,2400
2001,Entre R�os,40000,40000,115000,2875
2001,Entre R�os,6000,4500,10000,2222
2001,Entre R�os,15000,12500,30000,2400
2001,Entre R�os,7000,6200,14000,2258
2001,Entre R�os,30000,29350,80000,2726
2001,Entre R�os,35000,31900,74000,2320
2001,Entre R�os,50000,40000,75000,1875
2001,Entre R�os,27000,26900,62000,2305
2001,Entre R�os,50000,47500,130000,2737
2001,Entre R�os,15000,14800,34000,2297
2001,Entre R�os,43000,42150,106000,2515
2001,Entre R�os,38000,38000,103000,2711
2001,Entre R�os,37000,36600,85000,2322
2001,Formosa,7331,7331,18400,2510
2001,Jujuy,773,773,1800,2329
2001,La Pampa,4000,4000,5700,1425
2001,La Pampa,2500,2500,3300,1320
2001,La Pampa,3180,3180,4300,1352
2001,La Pampa,1000,1000,2200,2200
2001,La Pampa,23200,22500,51700,2298
2001,La Pampa,1500,1500,1700,1133
2001,La Pampa,10,10,SD,SD
2001,La Pampa,9800,9500,21800,2295
2001,La Pampa,7700,7500,15700,2093
2001,La Pampa,7500,7300,15000,2055
2001,La Pampa,6400,6200,13000,2097
2001,La Pampa,800,800,1000,1250
2001,La Pampa,500,500,1100,2200
2001,La Pampa,10,10,SD,SD
2001,Misiones,350,330,627,1900
2001,Misiones,300,275,523,1902
2001,Misiones,800,765,1454,1901
2001,Misiones,300,290,551,1900
2001,Misiones,10,9,17,1889
2001,Misiones,50,45,86,1911
2001,Misiones,10,9,17,1889
2001,Misiones,200,190,361,1900
2001,Misiones,100,92,175,1902
2001,Misiones,1000,950,1805,1900
2001,Salta,140020,139337,321022,2304
2001,Salta,45000,42000,100000,2381
2001,Salta,180,180,400,2222
2001,Salta,28600,28600,64350,2250
2001,Salta,3000,3000,6600,2200
2001,Salta,26350,26350,59431,2255
2001,San Luis,14000,14000,40600,2900
2001,Santa Fe,100000,100000,310000,3100
2001,Santa Fe,199700,184700,550000,2978
2001,Santa Fe,84000,84000,196000,2333
2001,Santa Fe,156200,156200,490000,3137
2001,Santa Fe,5000,5000,10000,2000
2001,Santa Fe,380000,376500,1300000,3453
2001,Santa Fe,110000,98000,175000,1786
2001,Santa Fe,220000,220000,670000,3045
2001,Santa Fe,24000,24000,50000,2083
2001,Santa Fe,73000,72500,180000,2483
2001,Santa Fe,60000,54000,102000,1889
2001,Santa Fe,126000,126000,390000,3095
2001,Santa Fe,62000,61500,142000,2309
2001,Santa Fe,25000,22000,32000,1455
2001,Santa Fe,160000,160000,490000,3063
2001,Santa Fe,85000,83000,162000,1952
2001,Santa Fe,133000,133000,400000,3008
2001,Santa Fe,169500,169500,488299,2881
2001,Santa Fe,60000,54000,75000,1389
2001,Santiago del Estero,10800,9300,19000,2043
2001,Santiago del Estero,34239,31239,74000,2369
2001,Santiago del Estero,80000,72000,166000,2306
2001,Santiago del Estero,10000,10000,23000,2300
2001,Santiago del Estero,685,685,1200,1752
2001,Santiago del Estero,149243,139243,307400,2208
2001,Santiago del Estero,10161,10161,19400,1909
2001,Santiago del Estero,66738,66738,151000,2263
2001,Santiago del Estero,58869,49869,90000,1805
2001,Santiago del Estero,155072,145072,341000,2351
2001,Santiago del Estero,46177,46177,104000,2252
2001,Santiago del Estero,8245,8245,18000,2183
2001,Santiago del Estero,29000,29000,66000,2276
2001,Tucum�n,153639,147214,424028,2880
2002,Buenos Aires,11000,11000,19000,1727
2002,Buenos Aires,10000,10000,11000,1100
2002,Buenos Aires,14000,13600,48000,3529
2002,Buenos Aires,1800,1730,3200,1850
2002,Buenos Aires,43000,41900,95000,2267
2002,Buenos Aires,22000,21500,48000,2233
2002,Buenos Aires,44750,44750,155000,3464
2002,Buenos Aires,57650,57650,197000,3417
2002,Buenos Aires,17000,16600,33000,1988
2002,Buenos Aires,13000,13000,34000,2615
2002,Buenos Aires,40000,36000,120000,3333
2002,Buenos Aires,3750,3750,12000,3200
2002,Buenos Aires,1000,1000,3000,3000
2002,Buenos Aires,27650,27650,92000,3327
2002,Buenos Aires,42336,42336,128000,3023
2002,Buenos Aires,27468,27468,77000,2803
2002,Buenos Aires,21500,21500,70000,3256
2002,Buenos Aires,600,590,950,1610
2002,Buenos Aires,45200,45200,170000,3761
2002,Buenos Aires,1600,1600,1600,1000
2002,Buenos Aires,10000,10000,9000,900
2002,Buenos Aires,35000,34800,50000,1437
2002,Buenos Aires,54500,54500,191000,3505
2002,Buenos Aires,1200,1200,3710,3092
2002,Buenos Aires,18000,17500,53000,3029
2002,Buenos Aires,43000,43000,121000,2814
2002,Buenos Aires,500,490,800,1633
2002,Buenos Aires,9800,9800,33000,3367
2002,Buenos Aires,17000,16200,56000,3457
2002,Buenos Aires,5000,4880,9500,1947
2002,Buenos Aires,5000,5000,13600,2720
2002,Buenos Aires,41500,41000,144000,3512
2002,Buenos Aires,1300,1300,4000,3077
2002,Buenos Aires,2000,1940,3700,1907
2002,Buenos Aires,10000,10000,16000,1600
2002,Buenos Aires,1400,1400,4500,3214
2002,Buenos Aires,23000,22300,76000,3408
2002,Buenos Aires,3000,2920,5600,1918
2002,Buenos Aires,400,400,1300,3250
2002,Buenos Aires,24000,23200,79000,3405
2002,Buenos Aires,66000,65350,223000,3412
2002,Buenos Aires,11538,11538,26383,2287
2002,Buenos Aires,5000,5000,14000,2800
2002,Buenos Aires,48000,47900,163000,3403
2002,Buenos Aires,4000,4000,6000,1500
2002,Buenos Aires,3500,3500,11500,3286
2002,Buenos Aires,48300,45400,151820,3344
2002,Buenos Aires,27000,26400,88000,3333
2002,Buenos Aires,14000,13500,25000,1852
2002,Buenos Aires,5070,5070,16058,3167
2002,Buenos Aires,6000,6000,18000,3000
2002,Buenos Aires,2200,2150,3800,1767
2002,Buenos Aires,1100,1070,1900,1776
2002,Buenos Aires,1500,1500,4500,3000
2002,Buenos Aires,4500,4400,13500,3068
2002,Buenos Aires,1000,1000,3100,3100
2002,Buenos Aires,2700,2700,9500,3519
2002,Buenos Aires,14000,14000,24000,1714
2002,Buenos Aires,50000,47500,150000,3158
2002,Buenos Aires,25000,25000,63000,2520
2002,Buenos Aires,44289,44289,130000,2935
2002,Buenos Aires,6641,6641,13714,2065
2002,Buenos Aires,151650,151650,531000,3501
2002,Buenos Aires,500,500,1500,3000
2002,Buenos Aires,3000,2800,2800,1000
2002,Buenos Aires,53300,53300,176000,3302
2002,Buenos Aires,3800,3700,6700,1811
2002,Buenos Aires,50008,50008,150000,3000
2002,Buenos Aires,57400,57300,218000,3805
2002,Buenos Aires,3220,3220,10020,3112
2002,Buenos Aires,10000,9800,10000,1020
2002,Buenos Aires,6135,6135,19656,3204
2002,Buenos Aires,73400,73400,257000,3501
2002,Buenos Aires,4909,4909,9945,2026
2002,Buenos Aires,17000,17000,55000,3235
2002,Buenos Aires,38850,38850,133000,3423
2002,Buenos Aires,5000,5000,6000,1200
2002,Buenos Aires,35750,35750,121784,3407
2002,Buenos Aires,44750,44750,150000,3352
2002,Buenos Aires,8000,7500,23500,3133
2002,Buenos Aires,43000,42000,95000,2262
2002,Buenos Aires,600,600,1500,2500
2002,Buenos Aires,4000,3700,4000,1081
2002,Buenos Aires,46953,46953,132000,2811
2002,Buenos Aires,8000,8000,9600,1200
2002,Buenos Aires,6087,6087,11290,1855
2002,Buenos Aires,9492,9492,35000,3687
2002,Buenos Aires,21350,21350,67000,3138
2002,Catamarca,16000,16000,44800,2800
2002,Catamarca,16000,16000,44800,2800
2002,Chaco,59400,59400,130769,2202
2002,Chaco,2145,2145,4719,2200
2002,Chaco,46500,38363,78884,2056
2002,Chaco,67900,67900,159765,2353
2002,Chaco,58000,58000,128052,2208
2002,Chaco,42300,40978,90769,2215
2002,Chaco,32625,28430,58725,2066
2002,Chaco,43600,43600,96713,2218
2002,Chaco,5000,5000,11000,2200
2002,Chaco,6335,6335,13304,2100
2002,Chaco,34500,32540,70568,2169
2002,Chaco,3050,3050,6100,2000
2002,Chaco,7834,7834,16025,2046
2002,Chaco,10250,10250,20500,2000
2002,Chaco,40350,36916,75549,2047
2002,Chaco,46800,46800,94355,2016
2002,Chaco,45750,45750,95313,2083
2002,Chaco,4000,4000,7600,1900
2002,Chaco,24350,24350,53413,2194
2002,Chaco,8675,8675,17350,2000
2002,Chaco,14675,14675,29350,2000
2002,Chaco,6620,6620,17969,2714
2002,Chaco,353,353,670,1898
2002,C�rdoba,56100,56100,120000,2139
2002,C�rdoba,3150,3150,6500,2063
2002,C�rdoba,64000,64000,227000,3547
2002,C�rdoba,43000,42800,116000,2710
2002,C�rdoba,65000,65000,120000,1846
2002,C�rdoba,25000,25000,84000,3360
2002,C�rdoba,255000,255000,525000,2059
2002,C�rdoba,398512,391312,1470000,3757
2002,C�rdoba,378,378,462,1222
2002,C�rdoba,52000,51700,140000,2708
2002,C�rdoba,258750,258750,535000,2068
2002,C�rdoba,236000,236000,820000,3475
2002,C�rdoba,35000,35000,117000,3343
2002,C�rdoba,225000,222000,437000,1968
2002,C�rdoba,486,486,595,1224
2002,C�rdoba,2635,2635,4244,1611
2002,C�rdoba,140000,137000,465000,3394
2002,C�rdoba,100000,100000,205000,2050
2002,C�rdoba,15000,15000,44000,2933
2002,C�rdoba,250000,250000,450000,1800
2002,C�rdoba,88000,88000,320000,3636
2002,C�rdoba,45000,45000,145000,3222
2002,C�rdoba,368910,367160,1355000,3690
2002,Corrientes,1500,1500,3800,2533
2002,Corrientes,200,200,700,3500
2002,Corrientes,2260,2200,3300,1500
2002,Corrientes,1750,1700,3400,2000
2002,Corrientes,500,450,860,1911
2002,Corrientes,410,325,670,2062
2002,Corrientes,140,110,270,2455
2002,Corrientes,920,895,1900,2123
2002,Corrientes,130,105,120,1143
2002,Corrientes,800,660,1100,1667
2002,Corrientes,550,490,1300,2653
2002,Corrientes,600,600,1200,2000
2002,Entre R�os,30000,29650,75000,2530
2002,Entre R�os,26000,26000,62500,2404
2002,Entre R�os,67000,67000,201000,3000
2002,Entre R�os,9000,9000,21000,2333
2002,Entre R�os,25000,25000,62500,2500
2002,Entre R�os,10000,10000,24000,2400
2002,Entre R�os,65000,64650,194000,3001
2002,Entre R�os,73000,72650,204000,2808
2002,Entre R�os,80000,80000,224000,2800
2002,Entre R�os,55000,54900,149000,2714
2002,Entre R�os,87000,87000,244000,2805
2002,Entre R�os,30000,29750,78000,2622
2002,Entre R�os,68000,67650,183000,2705
2002,Entre R�os,67000,66850,214000,3201
2002,Entre R�os,72000,71800,187000,2604
2002,Formosa,8530,7810,15100,1933
2002,Jujuy,1000,1000,1950,1950
2002,La Pampa,8000,6200,10500,1694
2002,La Pampa,5000,3750,6500,1733
2002,La Pampa,7000,5000,8500,1700
2002,La Pampa,7500,7300,10200,1397
2002,La Pampa,31500,30800,80000,2597
2002,La Pampa,1380,1050,1500,1429
2002,La Pampa,10,0,0,0
2002,La Pampa,11600,11300,30000,2655
2002,La Pampa,9100,8900,23500,2640
2002,La Pampa,3400,3300,5500,1667
2002,La Pampa,7600,7400,15000,2027
2002,La Pampa,700,600,900,1500
2002,La Pampa,1000,1000,1900,1900
2002,La Pampa,10,0,0,0
2002,Misiones,2200,625,1420,2272
2002,Salta,93050,91408,246309,2695
2002,Salta,50000,46000,118000,2565
2002,Salta,500,0,0,0
2002,Salta,32650,25394,58044,2286
2002,Salta,15000,12000,30000,2500
2002,Salta,29550,21793,48019,2203
2002,San Luis,25000,25000,45000,1800
2002,Santa Fe,125000,125000,440000,3520
2002,Santa Fe,220000,219000,720000,3288
2002,Santa Fe,113000,111000,356000,3207
2002,Santa Fe,170000,170000,560000,3294
2002,Santa Fe,4000,3500,6500,1857
2002,Santa Fe,459000,447000,1631550,3650
2002,Santa Fe,110000,110000,220000,2000
2002,Santa Fe,275000,275000,940000,3418
2002,Santa Fe,32000,30500,80000,2623
2002,Santa Fe,114000,111000,333000,3000
2002,Santa Fe,60000,37600,91000,2420
2002,Santa Fe,130000,130000,440000,3385
2002,Santa Fe,70000,65000,169000,2600
2002,Santa Fe,25000,23200,46000,1983
2002,Santa Fe,205000,205000,680000,3317
2002,Santa Fe,77000,75000,203000,2707
2002,Santa Fe,140000,140000,470000,3357
2002,Santa Fe,200000,200000,710000,3550
2002,Santa Fe,48000,47200,85000,1801
2002,Santiago del Estero,16000,16000,35500,2219
